# Fix print output for fix output
2193000 0.0112752    0.00189396 0.00144933
2194000 -0.00281371    -0.00509724 -0.00224288
2195000 -0.00243085    0.00585029 -0.00235467
2196000 0.00165698    0.00891466 -0.00108172
2197000 -0.00394367    0.0071156 0.000827754
2198000 0.000284539    0.0147529 0.000487684
2199000 0.000271133    0.00577227 -0.000777139
2200000 -0.00125111    -0.00209576 -0.00140324
2201000 -0.000569773    0.0143216 0.00200183
2202000 0.000717244    0.00690546 6.31799e-05
2203000 6.74009e-05    0.00487951 0.00136344
2204000 -0.00247028    0.00730619 0.00144871
2205000 7.49724e-05    0.0176608 0.00140239
2206000 -0.00175771    0.00329458 -0.00174381
2207000 0.000791236    -0.00142246 0.0024082
2208000 0.00299664    0.00988377 0.00102618
2209000 0.00196231    -0.00116324 -0.000289291
2210000 -0.000635458    0.0208095 -9.21937e-06
2211000 0.00418697    0.00611165 -0.00184121
2212000 0.000722267    0.00227171 0.000453427
2213000 0.000914136    0.000668278 0.00120238
2214000 -0.00266196    -0.00503283 0.000456103
2215000 -0.00397168    -0.000393018 -0.000525935
2216000 0.0011052    -0.00267052 0.00257987
2217000 0.00545512    6.08627e-05 -0.000365608
2218000 -0.0025438    0.000477288 0.000714729
2219000 -0.00145672    -0.00671306 -0.00116885
2220000 0.00219712    -0.00548086 0.000243421
2221000 -0.000394379    0.00515643 0.000561697
2222000 -0.00149563    0.00563259 -0.000607099
2223000 0.00115244    -4.42129e-05 -0.000552922
2224000 -0.000606169    0.010224 0.000282991
2225000 -0.000340633    0.00230529 -0.000115115
2226000 -0.000788595    -3.66691e-05 -1.77661e-05
2227000 -0.00139587    0.000603264 -0.000624963
2228000 -0.000586647    0.012547 -8.71464e-05
2229000 -0.00446036    -0.00539854 0.000242117
2230000 0.00128222    -0.00225497 0.00276547
2231000 0.000202854    0.00832557 9.92672e-05
2232000 -0.00148716    0.00494051 -0.0014872
2233000 0.00121496    0.00987457 0.00108335
2234000 -0.00103664    0.00150475 -4.69259e-05
2235000 -0.000285599    -0.00216877 -0.004562
2236000 -0.00131203    -0.00166131 0.000780566
2237000 0.00179355    0.0123257 -0.0018761
2238000 0.00388837    -0.00038735 0.00329557
2239000 0.00153488    0.00304507 -0.00120464
2240000 -0.00190412    0.00172275 0.00130323
2241000 -0.000315357    -0.00465423 -0.000120651
2242000 -0.00165301    0.00339423 0.00134379
2243000 4.68889e-06    -0.00215744 -0.000315918
2244000 0.000233157    0.0234211 -0.00210333
2245000 0.0015369    0.0193821 -0.000548898
2246000 -0.000825593    0.0197184 0.000966995
2247000 -0.000357061    0.00868708 -0.000942995
2248000 0.00153118    0.0106208 -0.000930011
2249000 0.00184483    0.00744731 0.00168873
2250000 -0.000233174    0.0229663 0.000401094
2251000 -0.00102089    0.00375344 -0.00150534
2252000 -0.000462914    0.00515239 -0.000587675
2253000 0.000488795    0.0021341 -0.00105135
2254000 0.0011341    0.00209333 0.000202991
2255000 -0.00258086    0.0028315 -7.27286e-05
2256000 0.00169997    0.00586973 -0.000191391
2257000 -0.000342228    0.017243 0.000794852
2258000 0.000953201    0.0212423 0.000286452
2259000 0.000619634    0.00257889 0.000152796
2260000 -0.00112133    0.00710223 0.000254095
2261000 -0.000512315    0.0151397 0.000580423
2262000 -0.00034111    0.00983316 -0.000570702
2263000 -0.00165961    0.00760923 -1.75702e-05
2264000 0.00108482    -0.00567825 -2.96521e-05
2265000 0.000349375    0.00479668 0.00152455
2266000 0.000394661    0.0152433 -3.7184e-05
2267000 -9.5284e-06    0.000124083 -0.000177766
2268000 -0.000157253    0.00743791 -0.000322748
2269000 0.00102006    0.00846467 0.00127206
2270000 0.000243065    0.00352769 3.07125e-05
2271000 0.000509526    -0.000756395 0.000271937
2272000 -0.000624528    -0.00170325 -0.000251705
2273000 -0.000213808    0.00232538 -0.000363218
2274000 -0.00244761    -0.000480267 0.000186748
2275000 -0.00130356    0.00286551 0.00141447
2276000 -7.45807e-05    -0.00128362 -0.000270786
2277000 0.000268649    0.0127163 0.000364907
2278000 -0.0031099    0.000663616 -9.84024e-05
2279000 -0.000351274    0.00252681 -0.00139767
2280000 0.00121915    -0.00328232 0.0016757
2281000 -0.00117035    0.00077737 -0.000288957
2282000 -0.00153949    -0.00350389 -0.000216986
2283000 -0.00136246    0.000765663 -2.65185e-05
2284000 0.00128094    0.00364262 -0.000693043
2285000 -0.000490007    0.00771762 0.000823579
2286000 -0.00085111    -0.00340067 -0.00275261
2287000 0.000279042    -0.00306235 -0.00130195
2288000 0.00179277    -0.00133225 3.2061e-05
2289000 0.00054193    -0.000757883 0.00237244
2290000 -0.000207381    0.00379735 -0.00033327
2291000 -0.000188898    0.0068686 0.000615278
2292000 0.000941024    -0.00113048 0.000413077
2293000 0.000729516    -0.000378592 0.00222351
2294000 -0.0031968    0.000567703 -0.000502364
2295000 -0.00305592    -0.00118931 -0.00126565
2296000 0.00100544    0.000999776 -0.00149897
2297000 -0.000765476    -0.00123267 -0.000481941
2298000 0.00302111    -0.00477299 0.00068371
2299000 0.00163514    -0.00158019 0.000630877
2300000 -0.000952773    -0.00153724 0.000452396
2301000 0.000357251    -0.0029557 0.00048241
2302000 -0.00107655    -0.000736538 0.00096653
2303000 0.00065343    -0.000748966 0.000291443
2304000 0.000959745    0.0015775 -0.000390097
2305000 -0.00183991    0.00297141 -0.00107926
2306000 0.00177222    8.86365e-05 0.000447252
2307000 0.000251428    0.00143716 0.000371147
2308000 0.000720707    0.0031665 -0.000120369
2309000 -0.000679482    -4.00916e-05 0.000590053
2310000 -0.00257479    0.00227071 -0.000764107
2311000 0.00456153    -0.00117482 -0.000877793
2312000 -0.000218117    0.00465487 -0.000529578
2313000 0.0028687    -0.00278016 -0.00171649
2314000 0.00170341    0.00339656 0.000679238
2315000 0.000194617    -0.000194618 0.000124896
2316000 -0.00289374    0.00125397 0.00128413
2317000 0.0016572    -0.00143813 -0.000583403
2318000 0.000463546    0.00516184 0.000728427
2319000 -0.000172829    0.00157409 0.00184849
2320000 0.000580694    0.0016346 0.000913241
2321000 -0.00133303    -0.00105214 -0.0013333
2322000 0.00125103    -0.00342853 -0.000207421
2323000 0.00124719    -0.00217833 -0.000859948
2324000 -0.00023316    -0.00177558 -0.000355283
2325000 -0.00216891    -0.00337071 -0.000502967
2326000 0.000301978    0.00131237 0.00118909
2327000 0.000388306    0.00845893 0.000872172
2328000 -0.00242064    -0.00524872 1.68946e-05
2329000 0.000247674    0.00919554 -0.0004759
2330000 -0.000261585    0.0181292 -0.000341424
2331000 0.00404008    0.0169014 -0.00121136
2332000 -0.00129381    0.00868229 -0.000930598
2333000 0.00127568    -0.00298897 3.19895e-05
2334000 -0.00196255    0.00832814 -0.00148289
2335000 0.00138463    0.0207636 0.000405745
2336000 0.000780287    0.0153281 0.000467241
2337000 0.000571353    0.0048958 -0.00131583
2338000 -0.00130344    0.00697507 -0.000553258
2339000 0.00480451    0.0070712 -0.00048143
2340000 -0.00292551    0.00288807 0.000644873
2341000 -0.000849701    0.0198372 -0.000671641
2342000 0.000251706    0.0158288 5.08992e-05
2343000 0.0012683    0.00549642 -8.36452e-05
2344000 0.000421211    0.00319722 0.000841769
2345000 -0.00449176    0.00129328 -0.000481301
2346000 0.00635845    -0.000114866 0.000371044
2347000 0.0167477    -0.00239259 0.000982425
2348000 0.0187626    -0.00661652 0.00106869
2349000 0.00899776    0.00480627 -5.21524e-05
2350000 0.000435353    0.0157546 0.000489827
2351000 0.00191754    -0.00374011 -0.000836172
2352000 -0.00226711    0.00573454 0.000856297
2353000 0.00397671    0.0253083 -0.0015191
2354000 0.00623445    0.0163184 0.000820494
2355000 0.00778896    0.000568853 0.000518298
2356000 0.00194633    0.00748382 0.00072142
2357000 0.011218    0.00900976 0.00068371
2358000 0.0217267    0.00777355 -0.000391978
2359000 0.0156781    -0.00119484 -0.000905492
2360000 -0.00182541    0.0148066 -0.000666108
2361000 -0.00339876    0.0222314 -0.000905324
2362000 0.00201541    0.0102403 0.00106147
2363000 0.00352956    0.0123399 -0.00115051
2364000 0.000946107    0.00155852 4.49513e-05
2365000 0.0087404    0.00245829 -0.000747425
2366000 0.00478063    0.00738079 -0.00223593
2367000 0.0102069    0.0131965 0.00183601
2368000 0.0183521    -0.000590649 -0.000456601
2369000 0.018431    0.000472995 4.62475e-05
2370000 0.00346927    -0.00379079 -0.000703581
2371000 -0.00243941    -0.000560418 -0.000939578
2372000 0.00795827    -0.00404578 0.00179104
2373000 0.0117288    0.00108519 0.000700754
2374000 0.0142608    0.00951593 0.000401101
2375000 -0.00148275    0.0146843 -0.00114315
2376000 0.00860716    0.00573213 0.000369259
2377000 -0.00298403    -0.00303485 -0.00188732
2378000 -0.00432144    0.013042 0.000146268
2379000 0.00432657    0.00112465 -0.00193849
2380000 0.00724113    0.00735106 0.000499824
2381000 0.00454205    0.00235625 -0.000687886
2382000 0.00362761    0.000622106 0.000206032
2383000 -0.00110282    -0.0103006 -0.000746567
2384000 0.007232    -0.00246058 0.000576539
2385000 0.00178664    0.0073039 -0.00135301
2386000 -0.00254753    0.0125012 -0.000877891
2387000 -0.00138859    0.00133796 0.00105597
2388000 -0.000331615    0.0102535 0.000280424
2389000 -0.00204479    0.0119954 0.0021582
2390000 0.00660789    0.00833205 0.00168933
2391000 0.00253503    -0.00191933 0.000999252
2392000 0.00776144    0.00696958 0.0002987
2393000 0.00951944    -0.00512495 0.00194799
2394000 0.00259927    -0.0071861 0.00130664
2395000 0.00363352    -0.00145508 -0.000121631
2396000 0.016746    -0.000510457 -0.000572076
2397000 0.00530912    -0.00391779 -0.00125665
2398000 -0.000517067    0.00824911 0.00211703
2399000 -0.00283627    0.0068883 0.000170726
2400000 0.00364041    0.0209089 7.38565e-05
2401000 -0.000950691    -0.0121216 -0.000221054
2402000 0.00319891    0.0074664 0.000756859
2403000 -0.00952998    0.00570044 -7.29799e-05
2404000 0.00793458    -0.00366435 -0.00208506
2405000 -0.00123543    0.0173401 -0.000294823
2406000 0.0118657    0.0103995 0.000192074
2407000 0.011514    0.0250639 -0.000472478
2408000 0.0124254    0.0112463 0.000523652
2409000 0.00626303    0.00781543 0.0011717
2410000 0.0034759    0.0145104 -0.000246908
2411000 0.00530624    0.0320794 -0.000340994
2412000 0.0284766    -0.00388828 0.00146719
2413000 0.0247844    0.00179953 0.000218861
2414000 -0.00925838    -0.00329295 0.00039156
2415000 0.00567618    -0.00495697 -0.00122647
2416000 0.00241724    0.0127421 -0.000408382
2417000 0.013415    0.00855775 0.00029749
2418000 0.00353465    0.000387807 0.000781823
2419000 -0.000810916    0.0112204 0.00327589
2420000 0.00217718    0.00132223 -0.00170086
2421000 -0.00303722    -0.00163928 -0.000174589
2422000 -0.00281204    0.00865371 0.00116572
2423000 0.001967    0.00256771 0.000634109
2424000 0.00603701    0.00163421 -0.000723388
2425000 0.00162562    0.00533682 0.00174668
2426000 -0.00302768    0.0109753 -0.00146251
2427000 -0.00359089    0.0262242 0.00101702
2428000 0.00240877    0.0133295 -0.000787778
2429000 6.33011e-05    0.0013983 0.000885572
2430000 0.00305325    0.0051101 0.000882139
2431000 0.000581055    -0.00702931 0.0021941
2432000 -0.00297198    0.000681367 -0.000200574
2433000 -2.50989e-05    -0.000964838 0.000135417
2434000 -0.000709698    0.00516058 -0.00069302
2435000 0.00506823    0.0025163 -0.000215617
2436000 -0.000508058    0.00516608 -0.000243549
2437000 0.000724834    0.0046025 0.00239267
2438000 0.000413144    0.00755685 -0.00195365
2439000 -0.00064618    0.00934771 0.000795564
2440000 -0.000743354    0.0223732 -0.000104625
2441000 0.00123449    0.00499164 -0.0015485
2442000 -0.00361341    0.00993908 0.00119137
2443000 0.000340575    -0.00446334 0.00201749
2444000 -0.00139794    0.00123637 0.00147709
2445000 -0.00208327    -0.00130246 -5.83088e-05
2446000 -0.000845499    -0.00689491 -0.000145677
2447000 0.00272059    0.0101393 -0.000122245
2448000 -0.00123496    -0.000344252 0.00101217
2449000 -0.000268454    -0.00541054 -0.00147483
2450000 -0.000816479    0.00717481 0.000824751
2451000 0.00229191    -0.000270245 -0.0015624
2452000 -0.00101786    -0.00260103 -0.000302671
2453000 -0.000249964    0.00979938 -0.000101526
2454000 0.000649544    0.00438745 -0.00113179
2455000 0.00291452    0.00241141 0.000823775
2456000 0.000397346    0.0250585 0.00183361
2457000 -0.00262164    0.00856796 9.12884e-05
2458000 -0.000911369    0.0026927 -0.000593426
2459000 0.00130156    -0.0018455 -0.000380068
2460000 0.00335467    0.00096222 -0.00118567
2461000 -5.43458e-05    0.00663771 -0.000964813
2462000 0.00204956    0.0143777 0.000321603
2463000 0.000844895    0.00957147 0.00115754
2464000 0.00124211    0.00473703 -0.0012464
2465000 -0.00372506    -0.000708101 -0.00248528
2466000 -0.000179901    0.00542069 0.00124969
2467000 0.00059366    -0.00190754 -0.000641317
2468000 0.00111463    0.00103345 -9.87007e-06
2469000 -0.00221261    -0.000844445 -0.000279997
2470000 0.000324962    0.00447399 0.000553066
2471000 0.001436    0.00317339 0.00203819
2472000 -0.00391861    0.00677492 0.000976317
2473000 0.000159772    -0.00386989 1.88434e-05
2474000 0.00188209    0.00355337 0.000145247
2475000 -0.00183454    0.00465476 -0.00130566
2476000 -0.00755495    0.0107399 -0.000562119
2477000 0.00674933    0.00968263 -4.79665e-05
2478000 0.00559845    0.00110163 -0.00194834
2479000 0.000627467    0.012422 -7.17356e-05
2480000 -0.00314786    -0.00378884 -0.000830617
2481000 0.00298627    0.00701613 0.00182729
2482000 0.00051663    -0.000202493 0.00178863
2483000 0.000449174    0.000874305 -0.000419034
2484000 0.00634062    -0.00095238 -1.18577e-05
2485000 0.00242391    0.00193222 -0.000533344
2486000 -0.0012816    0.00121118 -0.000970346
2487000 0.00316363    0.00223855 -0.00060438
2488000 0.00239386    0.0077407 0.00102454
2489000 -0.00323698    -0.000278937 -0.000673011
2490000 -0.00298582    0.00797803 -0.000706164
2491000 -0.00227871    -0.00236013 -0.00119263
2492000 0.00464907    0.020767 1.89685e-05
2493000 -0.000855021    0.022808 0.00124547
2494000 -0.00312222    0.0251707 -0.000303594
2495000 0.0020878    0.00682536 -9.80939e-06
2496000 -0.000193987    -0.0171793 -0.000221337
2497000 0.00311218    0.0162841 0.000359879
2498000 -0.00270127    0.00375571 -0.000185706
2499000 -0.00488563    0.00492383 -0.000830842
2500000 0.00135715    0.00759267 -0.00138343
2501000 -0.00146425    0.00133516 3.607e-05
2502000 -0.000249568    -0.00270571 0.00338189
2503000 0.000972759    -0.00477 -0.00372146
2504000 -0.00144514    -0.00289388 0.000423406
2505000 -0.00187607    0.010389 -0.0017559
2506000 -0.000519928    0.0227849 5.32931e-05
2507000 -0.00203991    0.0074556 0.00181078
2508000 -0.00125915    0.00798463 -0.00311238
2509000 0.00156146    0.00332256 -0.000936622
2510000 0.00053079    -0.00937276 0.000491157
2511000 -0.00555883    0.0137514 -0.000765846
2512000 0.00187205    0.000682466 0.0013699
2513000 -9.55288e-05    0.0110202 -4.72288e-05
2514000 -0.0039031    0.00542816 -0.000252773
2515000 -0.00083583    0.00214612 -0.000858152
2516000 -0.00255356    0.01087 -0.000496002
2517000 0.00471961    0.0156327 -0.000232206
2518000 0.00035738    0.0246237 0.000118617
2519000 0.00403449    0.000177804 -0.000561618
2520000 0.000681798    -0.000737833 0.000365908
2521000 -0.000334732    0.00597856 0.000623995
2522000 -0.000475706    0.00138553 0.0009703
2523000 0.00172414    0.0107904 0.000245191
2524000 -0.0018615    -0.00602854 0.000991666
2525000 0.00228431    0.000304855 0.00142617
2526000 0.00152505    -0.00424165 0.00275241
2527000 -0.00121315    0.00112448 -0.00115011
2528000 -0.00308787    -0.00095711 -0.000586019
2529000 0.00191993    -0.00053591 0.000964476
2530000 -0.000393121    -0.00466331 0.00305222
2531000 -0.000308774    0.00321747 -0.000145463
2532000 -0.00352871    0.00468991 0.00202465
2533000 0.00102999    0.00302248 -0.00129925
2534000 0.000300015    0.0115601 0.00108145
2535000 0.000306728    0.0174337 -0.000246592
2536000 0.00179572    0.0183825 0.00127653
2537000 0.000777846    -0.00433113 0.00055507
2538000 0.00405384    -0.00136648 0.00269957
2539000 6.9028e-05    2.1623e-05 -4.72249e-05
2540000 0.000373902    -0.00123905 0.00206348
2541000 0.00138437    0.015108 0.00054753
2542000 0.000751114    0.00754088 0.00214736
2543000 -4.34174e-05    0.00184999 -0.00023968
2544000 0.000539145    0.00565148 -0.00232114
2545000 0.000649457    0.00104561 0.000390794
2546000 0.00083236    -0.000178795 0.00146764
2547000 0.000219715    0.00525463 0.00146969
2548000 -0.000474216    0.0115377 -0.00273184
2549000 0.000228807    0.00528814 -0.00308066
2550000 0.00209374    0.0130843 0.000133991
2551000 0.000498001    0.00580168 0.00122508
2552000 0.000821247    0.0049032 -0.000277208
2553000 8.74279e-05    0.000909845 0.00106761
2554000 -0.000304855    0.0200234 -0.00163855
2555000 -0.000828405    -0.0033579 -0.00365558
2556000 0.000793894    -0.00276515 0.00039089
2557000 0.00176275    0.00962863 0.000385953
2558000 -0.000326986    0.00701713 0.000725753
2559000 4.93762e-05    0.00826691 0.000331495
2560000 -0.000908415    -0.00133062 0.00160174
2561000 0.00134314    0.0249155 -0.00457962
2562000 0.00067725    0.0071317 -0.00115791
2563000 -0.00156567    -0.0014114 -0.000696409
2564000 -0.00169576    0.00209102 0.000279612
2565000 -0.000511991    0.00162568 -0.00078513
2566000 8.9875e-05    0.000920912 -0.00215931
2567000 -0.00163043    -0.000104575 -0.00205075
2568000 4.40352e-05    0.00651222 -0.000816989
2569000 0.00206019    -0.000426239 0.00265459
2570000 0.00132134    0.00577981 0.00176655
2571000 -0.00103993    0.017135 3.71599e-05
2572000 0.000350344    0.000757163 0.00156594
2573000 1.14339e-05    -0.00648568 -0.00144093
2574000 -0.00065757    0.0191142 0.00104798
2575000 0.000806103    0.0110247 -0.000797821
2576000 -0.00319075    0.00271387 -0.00250207
2577000 0.000179442    0.00538521 0.000116071
2578000 -0.00228003    0.0155412 0.00261802
2579000 -0.000499347    -0.0137092 -0.000753243
2580000 1.24975e-05    0.0150896 -0.00025538
2581000 0.00277305    0.00279403 0.000422051
2582000 -0.000126349    0.0190258 -4.73982e-05
2583000 -0.0014362    6.8593e-05 0.000730031
2584000 -0.00256634    0.0150059 -0.000602078
2585000 0.000126619    0.0117314 0.0016438
2586000 0.00089257    0.010485 0.000825611
2587000 0.00135407    -0.00131076 0.00105617
2588000 0.00043132    -0.004375 0.00489381
2589000 0.000195968    0.000450923 0.000593269
2590000 -0.000785502    0.00594003 0.00100664
2591000 0.00133264    0.0198575 0.000589355
2592000 -0.00515218    0.00726579 -0.00116374
2593000 -0.0016158    0.00302258 0.00221411
2594000 0.00169159    -0.0017224 0.000344471
2595000 -0.00223656    0.0121441 0.00518593
2596000 0.00148469    0.00104187 0.00101452
2597000 -0.00317974    0.0159393 -0.0010911
2598000 0.000317997    -7.0202e-05 -0.00124679
2599000 0.00096619    -0.00578294 0.00171256
2600000 0.000421367    0.00924816 0.000365796
2601000 0.000633666    0.00994787 -0.000526899
2602000 -0.000193783    0.00512042 0.000919666
2603000 0.00140197    0.0128747 0.000363665
2604000 0.000659812    0.0112604 -3.85356e-05
2605000 0.000242814    0.0340125 -0.00083183
2606000 -0.00110792    0.0177694 -0.00408152
2607000 0.000958849    -0.00367692 -0.00474088
2608000 -0.000552623    0.00586929 -0.00172724
2609000 8.33896e-05    -0.00452513 0.00308986
2610000 0.000700161    -0.0033778 -0.00242705
2611000 0.00151556    -0.000133924 -0.000727785
2612000 0.00407307    0.00838211 0.00350738
2613000 0.000343348    0.00340575 -0.00376793
2614000 -0.000384355    0.0116761 0.000971858
2615000 0.000352419    0.0114987 0.00223231
2616000 -0.000358024    0.00537117 -0.00212006
2617000 0.000722865    0.00792242 0.00259979
2618000 -0.000620706    0.0158019 0.000859255
2619000 0.00346324    0.0244257 0.00120065
2620000 0.00189805    -0.00439839 -0.000624235
2621000 0.00111458    0.010986 -0.000336256
2622000 0.00281595    0.00825231 0.00108955
2623000 0.00155476    -0.00599732 -0.00258029
2624000 0.00250202    0.00759156 0.00324886
2625000 0.00243477    -0.00184752 0.000441622
2626000 -0.000454254    -0.00892966 0.00084973
2627000 -0.00347863    0.00334275 0.00138971
2628000 -0.00218553    0.00345141 0.00454437
2629000 -0.000568216    0.00228123 -0.00346291
2630000 0.000792543    0.0105134 0.00378254
2631000 0.000208887    0.00938678 -7.84636e-05
2632000 0.000584499    0.0142891 0.00199427
2633000 0.000941997    0.0191748 0.000528164
2634000 -0.000986085    0.0223647 -0.00340069
2635000 -0.000572637    0.00103593 -0.00141227
2636000 0.0019327    0.00862832 0.000997541
2637000 0.00056228    0.00411051 0.00536868
2638000 -0.00121205    0.0162599 -0.000634875
2639000 0.00150729    0.00790845 0.00363327
2640000 -0.00141667    0.0118862 0.0297307
2641000 -0.00118945    0.0102117 0.00196515
2642000 0.00176209    0.0112141 0.0205345
2643000 0.00156584    0.0161898 -0.00561874
2644000 -0.000328741    0.0136927 0.00367272
2645000 0.000653473    0.00432655 0.00922746
2646000 -0.000970618    0.00571588 0.00606057
2647000 0.00411182    -0.00126849 0.0053948
2648000 -0.00254131    0.00493592 0.00164028
2649000 -0.000513361    0.0163416 0.00668626
2650000 -0.00123214    0.00411317 -0.00104388
2651000 0.00241344    0.00566695 0.019744
2652000 0.000227881    0.0149268 -0.000314761
2653000 -0.0012606    0.00197101 0.00905114
2654000 0.00106803    0.00306159 0.0237007
2655000 -0.00146803    0.00782219 -0.000868501
2656000 -0.000772344    0.00289285 0.0177137
2657000 0.000264693    0.0164636 0.028273
2658000 -0.00278121    0.014354 -0.000801357
2659000 -0.00133842    0.00601162 0.00226055
2660000 -0.00142437    0.0184984 0.022537
2661000 -0.00108653    0.00620851 0.0145332
2662000 -0.000689026    0.0046355 -0.00604519
2663000 -0.000167583    0.0154957 0.013817
2664000 0.000459042    0.00103584 0.0156184
2665000 -0.000166858    0.0144702 0.0219486
2666000 0.000738058    0.00727996 -0.00508911
2667000 -0.000384414    -0.00537279 0.0131061
2668000 -0.0018622    0.00920502 -0.00823137
2669000 0.00061477    0.0151908 0.0137437
2670000 -0.000101637    0.00884519 0.0145492
2671000 0.000803785    0.00883845 0.0166861
2672000 -0.00050125    0.00426389 0.0107242
2673000 0.00201633    0.0202163 0.010971
2674000 -0.000135672    0.0136373 -0.00792939
2675000 0.00189712    0.0089871 0.0106122
2676000 0.00114121    0.00174171 0.00627448
2677000 0.00152981    0.0286351 0.0107421
2678000 0.00136276    0.0122395 0.00017169
2679000 -0.000413555    0.0100155 0.0203025
2680000 -0.000104708    -0.00270565 0.0157962
2681000 0.000485453    0.0213599 0.0197457
2682000 0.000212784    0.000924696 0.0178787
2683000 0.0016676    0.00853086 -0.00272558
2684000 -0.00102633    0.0104161 0.0231057
2685000 -0.00154009    0.0177232 0.0021198
2686000 -0.000431719    0.000327006 0.0132215
2687000 -0.00171009    0.00692266 0.0144678
2688000 -0.00174794    0.00375409 0.00950703
2689000 0.00178214    0.0264938 0.0145811
2690000 0.00258435    0.0133051 0.0137275
2691000 0.00217104    -0.000929716 0.00531478
2692000 -0.000623316    0.0121277 0.0182712
2693000 -0.00147162    0.00239075 0.00191002
2694000 -0.000703638    0.0118239 0.0226942
2695000 -0.000336094    -0.0114441 0.00430389
2696000 -0.000531409    0.000663967 0.000735256
2697000 0.00070058    -0.00232583 -0.00431672
2698000 -0.000400952    0.000755459 0.00644957
2699000 -0.000299143    0.00122113 0.0124728
2700000 0.00104697    -0.00315087 0.0234249
2701000 0.000809199    0.00380801 0.00515451
2702000 0.00296283    0.00469172 0.00551611
2703000 -0.00107884    0.00471293 -0.00398162
2704000 0.000253026    -0.00270485 -0.000770209
2705000 0.00102223    0.00703277 -0.00266892
2706000 -0.000822022    0.0185117 0.00240399
2707000 0.000954817    0.0134727 0.0224855
2708000 -0.00035905    0.00299316 -0.00267466
2709000 -0.00126754    0.00960831 -0.00342313
2710000 0.00232951    0.0151637 0.0193333
2711000 -0.00229488    0.00362379 0.000274615
2712000 0.000605607    0.00539314 0.00264564
2713000 -0.000941708    0.00267194 0.00174925
2714000 0.0019694    0.0254873 -0.00439391
2715000 0.000864983    0.00138369 0.0123672
2716000 0.000417154    0.0185802 0.00290411
2717000 -0.000299209    0.00619651 0.0107774
2718000 0.000462201    0.0116439 0.0141623
2719000 0.000173007    0.00779372 0.00809414
2720000 -0.002541    0.0037248 -0.000480182
2721000 -0.00156966    0.00382778 0.008177
2722000 0.00155868    0.0018585 0.010784
2723000 -0.00084881    0.00661924 0.00442771
2724000 0.000873223    0.0100495 0.0197307
2725000 -0.0032831    -0.011709 0.0200519
2726000 0.000121137    0.00681635 0.00781543
2727000 -0.000644876    0.0268456 0.010413
2728000 -0.0003028    -0.00331552 0.00385368
2729000 0.00166648    0.000854382 0.00571516
2730000 0.000220653    0.0171148 0.0117486
2731000 0.00039514    -0.00163385 0.00608018
2732000 0.000752151    -0.00324063 0.0162678
2733000 0.000616436    0.0149208 0.0230546
2734000 -0.000200545    -0.00770207 0.0153962
2735000 0.000691486    0.000872394 -0.00710336
2736000 0.0014379    -0.00412278 0.00408476
2737000 -0.00042946    0.00274812 0.0171502
2738000 0.000509245    0.013576 0.0100276
2739000 0.000502591    0.00581969 0.0314956
2740000 0.000641568    0.0145503 0.0149605
2741000 0.000506027    0.000388023 -0.000558456
2742000 -0.000930269    0.00465177 0.0151702
2743000 0.0012554    0.018875 0.0246673
2744000 -0.0023504    0.00488453 0.0189174
2745000 0.00368587    0.0236349 0.015634
2746000 -0.000328284    0.00823289 0.000779026
2747000 -0.00183374    0.00566517 0.0350215
2748000 -0.000119575    -0.00115342 0.020111
2749000 -0.00121418    -0.00181365 0.0258953
2750000 -0.00149143    -0.0010486 0.0249205
2751000 0.00128153    -0.0019524 -0.00293385
2752000 -0.00140443    -0.00424281 -0.00103514
2753000 -0.000911658    -0.00015178 0.00154885
2754000 -0.000960212    -0.00661358 0.00543331
2755000 3.51844e-05    -0.00445028 0.00184528
2756000 0.00065736    0.0101327 0.0160931
2757000 -0.0023504    0.000952342 0.0131225
2758000 0.00197932    0.00466895 0.00286644
2759000 0.000716531    0.00114396 0.00797954
2760000 -0.00113376    0.00345811 0.0139398
2761000 -0.00123603    0.00450479 0.00491425
2762000 6.61871e-05    0.00456056 -0.00492043
2763000 -0.000795547    0.00235816 0.0136744
2764000 -0.000324531    -0.00132906 0.00526179
2765000 -0.00148132    0.00749234 0.0307777
2766000 0.00159524    0.0192907 -0.000302653
2767000 -0.00128479    0.0202404 0.00871386
2768000 -0.00112043    -0.00459301 0.00605473
2769000 0.000825253    0.0229513 0.0118046
2770000 0.000141597    0.0118419 0.00537728
2771000 -0.000171972    0.0196101 0.0240834
2772000 -0.000468615    0.0100262 0.0100782
2773000 0.00297068    0.0125627 0.0185278
2774000 0.00117467    0.0193087 0.0162882
2775000 0.000160215    -0.00501917 0.00523214
2776000 -0.00134009    -0.00787536 0.0116275
2777000 -0.00129401    0.00619429 0.00803711
2778000 0.00137795    0.00276747 -0.00199687
2779000 -0.00137594    0.00215896 -0.00099357
2780000 0.000845454    0.00177587 -0.00462202
2781000 0.000835379    -0.00337423 0.00631401
2782000 -0.000588987    0.000950051 0.00647575
2783000 -0.000114422    0.00190953 0.00526273
2784000 0.000903402    -0.00245939 0.00460941
2785000 0.000415307    -0.00577999 0.00375918
2786000 -0.000458091    0.0151661 -0.000905086
2787000 0.000171792    0.00578807 0.00590585
2788000 -0.00214769    0.00370147 -0.0041221
2789000 1.85704e-06    0.00291329 -0.00183121
2790000 0.000318683    0.0110833 0.00201579
2791000 -0.000352758    0.0114366 0.00577222
2792000 0.000864777    0.00496121 -0.00134432
